word,source_candidates_count,example_candidates,models,source_adapters,prompt_strategies,target_classes,text_types,hjp_valid,hjp_entry_checked,reviewer,reviewer_notes
skici,1,Sivi zec skici.,ChatGPT Plus,manual_csv,paper_style,V,sentence,yes,,,
sok,2,Zec cijedi sok. | Sin cijedi sok,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,sentence,yes,,,
svisci,2,svisci,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,word,yes,,,
teku,4,Čete teško teku | Čete teže teku. | Čete teže teku | Čete tiše teku,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
teta,21,teta | Teta šeće šetalištem. | Teta čita dječje štivo. | Teta je tiše čitala. | Teta je češće šetala.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
tetama,1,Četke teže tetama.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
tete,13,Tete šiju dječje šešire. | Tete često šeću | Tete čitaju štivo | tete | Tete tješe čete.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
tetu,10,Štef čeka tetu. | Šetnje često tješe tetu. | Šetač čeka tetu | Tješitelj tješi tetu | Tješitelj tješi tetu.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
teći,2,teći,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
tečaj,13,tečaj | Tečaj traje četvrtkom. | Teta čeka tečaj | Tečaj traje četvrtkom | Tečaj teče četvrtkom.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
teče,6,Dječje štivo teče | teče | Tečaj teče četvrtkom. | Teta teče šetalištem. | Tečaj teče češće,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
teško,2,Čete teško teku | Teško je četama.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
teže,8,Dječje trešnje teže. | Čete teže šetaju. | Čete teže teku. | Dječje čete teže. | Štetne četke teže.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
tiše,6,Teta je tiše čitala. | Čete tiše šute | Tete šeću tiše. | Četvrt je tiše. | Tete šeću tiše,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
tješe,7,Šetnje često tješe tetu. | Šetnje često tješe | tješe | Tete tješe čete. | Tete tješe čete,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
tješi,11,Tješitelj tješi dječaka. | Teta tješi dječaka | Tješitelj tješi tetu | tješi | Teta tješi dječje čete.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
tješitelj,8,tješitelj | Tješitelj tješi dječaka. | Tješitelj tješi tetu | Tješitelj tješi tetu.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
tješiti,2,tješiti,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
traje,2,Tečaj traje četvrtkom. | Tečaj traje četvrtkom,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
traže,1,Ježevi traže trešnje.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
trešnje,3,Ježevi jedu trešnje. | Ježevi traže trešnje. | Dječje trešnje teže.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
u,1,Buba pada u bunar.,ChatGPT Plus,manual_csv,strict_plain_list,N,sentence,yes,,,
uho,2,uho,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,word,yes,,,
uloga,1,uloga,ChatGPT Plus,manual_csv,strict_plain_list,SN,word,yes,,,
unuk,18,unuk | Mamin unuk bubnja. | Unuk mumlja mami. | Unuk nosi bundu. | Unuk pumpa gumu.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,N,sentence;word,yes,,,
unuka,5,unuka | Nina mami unuka. | Mama budi unuka.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,N,sentence;word,yes,,,
vatra,1,Vatra jako žari.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
visi,8,Sivi zec visi. | Sivi zec visi | Sin visi sisi. | Zec visi niz zid. | Sivi sin visi,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,sentence,yes,,,
vlaga,2,vlaga,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,word,yes,,,
vlagu,6,Glog voli vlagu | Lovor voli vlagu | Glog voli vlagu. | Lovor voli vlagu.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,sentence,yes,,,
vol,27,vol | Vol voli glog. | Vol dugo boluje. | Vol gleda goluba. | Vol vuče plug.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,sentence;word,yes,,,
vola,5,Golub lovi vola. | vola | Lovac lovi vola | Golub lovi vola,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,sentence;word,yes,,,
vole,1,Glog golubi vole.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
voli,30,Vol voli glog. | Lovac voli lov. | Golub voli volju. | Lovac voli golubove. | Vol voli glog,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,sentence,yes,,,
volja,3,volja,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,word,yes,,,
volju,2,Golub voli volju.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
volom,2,volom,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,word,yes,,,
volovi,1,volovi,ChatGPT Plus,manual_csv,paper_style,SN,word,yes,,,
volu,2,volu,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,word,yes,,,
voluhara,1,Golub lovi voluhara.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,no,,,
vuk,2,Vuk lovi goluba.,ChatGPT Plus,manual_csv,paper_style,SN,sentence,yes,,,
vuka,2,Lovac lovi vuka. | Lovac lovi vuka,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,sentence,yes,,,
vuče,3,Vol vuče plug. | Vol vuče plug,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SN,sentence,yes,,,
zec,45,zec | Sivi zec sjedi. | Sivi zec zijeva. | Zec sije sijeno. | Sivi zec visi.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,sentence;word,yes,,,
zeca,2,zeca,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,word,yes,,,
zecu,2,zecu,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,word,yes,,,
zid,8,zid | Zec sjedi niz zid | Zec siđe niz zid. | Zec visi niz zid. | Sin siđe niz zid.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,sentence;word,yes,,,
zidu,2,zidu,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,word,yes,,,
zijeva,2,Sivi zec zijeva. | Sivi zec zijeva,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,sentence,yes,,,
zube,2,Zec čisti zube. | Zec čisti zube,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,sentence,yes,,,
zvici,2,zvici,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,word,no,,,
čeka,7,Štef čeka tetu. | Četka čeka čišćenje. | Šetač čeka četvrtak. | Teta čeka tečaj | Šetač čeka tetu,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
čekaju,1,Četke čekaju čišćenje,ChatGPT Plus,manual_csv,strict_plain_list,SV,sentence,yes,,,
čest,4,čest,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
čestit,2,čestit,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
često,10,Šetnje često tješe tetu. | Tete često šeću | Šetnje često tješe | Čete često ječe | Tete često šeću.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
četa,4,četa,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
četama,1,Teško je četama.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
čete,23,Dječje čete šetaju. | Dječje čete kreću. | Čete teže šetaju. | Čete tiše šute | Dječje čete šeću,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
četiri,2,Četiri ježa šetaju. | Četiri ježa šetaju,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
četka,3,četka | Četka čeka čišćenje.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
četke,8,Četke čiste šešire | Četke čekaju čišćenje | četke | Štetne četke teže. | Četke teže tetama.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
četvrt,5,četvrt | Četvrt je tiše.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
četvrtak,1,Šetač čeka četvrtak.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
četvrti,2,četvrti,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
četvrtkom,3,Tečaj traje četvrtkom. | Tečaj traje četvrtkom | Tečaj teče četvrtkom.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
češlja,1,Teta češlja tetu,ChatGPT Plus,manual_csv,strict_plain_list,SV,sentence,yes,,,
češće,11,češće | Teta je češće šetala. | Dječak češće čita | Čete šute češće. | Teta češće šije.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
čiste,2,Četke čiste šešire | Tete čiste četke,ChatGPT Plus,manual_csv,strict_plain_list,SV,sentence,yes,,,
čisti,3,Sivi sin čisti. | Zec čisti zube. | Zec čisti zube,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,sentence,yes,,,
čita,3,Teta čita dječje štivo. | Dječak češće čita | Teta čita štivo,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
čitaju,1,Tete čitaju štivo,ChatGPT Plus,manual_csv,strict_plain_list,SV,sentence,yes,,,
čitala,1,Teta je tiše čitala.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
čišćenje,2,Četka čeka čišćenje. | Četke čekaju čišćenje,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
šeta,2,šeta,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
šetaju,5,Dječje čete šetaju. | Četiri ježa šetaju. | Čete teže šetaju. | Četiri ježa šetaju | Tete češće šetaju,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
šetala,1,Teta je češće šetala.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
šetalište,2,šetalište,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
šetalištem,3,Teta šeće šetalištem. | Teta šeće šetalištem | Teta teče šetalištem.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
šetati,2,šetati,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
šetač,2,Šetač čeka četvrtak. | Šetač čeka tetu,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
šetnja,2,šetnja,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
šetnje,5,Šetnje često tješe tetu. | Šetnje često tješe | šetnje,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
šeće,2,Teta šeće šetalištem. | Teta šeće šetalištem,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
šeću,7,Tete često šeću | Dječje čete šeću | Tete često šeću. | Dječeče čete šeću. | Tete šeću tiše.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
šešir,4,šešir | Teta šije šešir,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence;word,yes,,,
šešire,2,Tete šiju dječje šešire. | Četke čiste šešire,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
šije,3,Teta šije šešir | Teta češće šije.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
šiju,1,Tete šiju dječje šešire.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
šizi,1,Sivi zec šizi,ChatGPT Plus,manual_csv,strict_plain_list,V,sentence,yes,,,
štef,1,Štef čeka tetu.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
štetne,1,Štetne četke teže.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
štivo,4,Teta čita dječje štivo. | Tete čitaju štivo | Dječje štivo teče | Teta čita štivo,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
šute,5,Čete tiše šute | Čete šute češće. | Dječje čete šute. | Čete često šute | Tete šute češće,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,sentence,yes,,,
šuti,2,Sivi zec šuti. | Sivi zec šuti,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,V,sentence,yes,,,
šutjeti,4,šutjeti,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,SV,word,yes,,,
žaba,1,žaba,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
žar,5,žar | Žar jako grije.,ChatGPT Plus,manual_csv,paper_style;strict_plain_list,S,sentence;word,yes,,,
žari,1,Vatra jako žari.,ChatGPT Plus,manual_csv,paper_style,S,sentence,yes,,,
