word,source_candidates_count,example_candidates,models,source_adapters,prompt_strategies,target_classes,text_types,hjp_valid,hjp_entry_checked,reviewer,reviewer_notes
češće,12,češće | Teta češće šije. | Teta teče češće. | Tete češće šije. | Tečaj teče češće.,ChatGPT Plus,manual_csv,paper_style,SV,sentence;word,yes,,,
čista,1,Četka je čista.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
čisti,1,Teta čisti četku.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
čita,6,Teta čita teze. | Teta čita test. | Dijete čita tekst. | Tezej čita teze. | Dječak čita test.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
čuje,5,Tečaje češće čuje. | Teta čuje tečaje. | Dijete čuje tetu. | Teta šetnje čuje. | Teta češće čuje.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
šeta,1,Dijete šeta cestom.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
šetač,1,šetač,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
šete,1,šete,ChatGPT Plus,manual_csv,paper_style,SV,word,no,,,
šetnja,3,šetnja,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
šetnje,2,Tete šetnje teče. | Teta šetnje čuje.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
šeće,2,šeće | Teta šeće cestom.,ChatGPT Plus,manual_csv,paper_style,SV,sentence;word,yes,,,
šije,5,Teta šije jelek. | Teta češće šije. | Tete češće šije. | Dijete češće šije. | Dijete šije češće.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,yes,,,
štedje,1,Teta štedje jetru.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,no,,,
štedjeti,4,štedjeti,ChatGPT Plus,manual_csv,paper_style,SV,word,yes,,,
šteđe,1,Teta šteđe tečaje.,ChatGPT Plus,manual_csv,paper_style,SV,sentence,no,,,
žar,3,žar,ChatGPT Plus,manual_csv,paper_style,S,word,yes,,,
